Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,WHEELS AND TIRES,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
ROOTS GROUP ARABIA CJSC,NDM457661,SR220,SR220-NR,0011945785,,Export Vessel Sailed,ZT72,5/13/13,9:28:47 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443166,SR250,SR250-NR,0011946269,,Export Vessel Sailed,ZT72,5/2/13,8:37:47 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443158,SR250,SR250-NR,0011946270,,Export Vessel Sailed,ZT72,5/2/13,8:38:55 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443160,SR250,SR250-NR,0011946271,,Export Vessel Sailed,ZT72,5/2/13,8:38:33 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443159,SR250,SR250-NR,0011946272,,Export Vessel Sailed,ZT72,5/2/13,8:38:44 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443167,SR250,SR250-NR,0011946275,,Export Vessel Sailed,ZT72,5/2/13,8:37:36 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443165,SR250,SR250-NR,0011946276,,Export Vessel Sailed,ZT72,5/2/13,8:37:58 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443164,SR250,SR250-NR,0011946277,,Export Vessel Sailed,ZT72,5/2/13,8:38:09 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443163,SR250,SR250-NR,0011946278,,Export Vessel Sailed,ZT72,5/2/13,8:38:21 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443162,SR250,SR250-NR,0011946279,,Export Vessel Sailed,ZT72,6/7/13,12:11:56 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443223,SR250,SR250-NR,0011946280,,Export Vessel Sailed,ZT72,6/7/13,12:11:01 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443217,SR250,SR250-NR,0011946281,,Export Vessel Sailed,ZT72,5/30/13,9:58:14 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443220,SR250,SR250-NR,0011946282,,Export Vessel Sailed,ZT72,5/30/13,9:57:40 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443224,SR250,SR250-NR,0011946283,,Export Vessel Sailed,ZT72,5/30/13,9:57:29 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443226,SR250,SR250-NR,0011946284,,Export Vessel Sailed,ZT72,5/30/13,9:57:16 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443215,SR250,SR250-NR,0011946285,,Export Vessel Sailed,ZT72,6/7/13,12:11:35 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443213,SR250,SR250-NR,0011946287,,Export Vessel Sailed,ZT72,6/7/13,12:11:46 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443221,SR250,SR250-NR,0011946288,,Export Vessel Sailed,ZT72,6/7/13,12:11:13 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443216,SR250,SR250-NR,0011946289,,Export Vessel Sailed,ZT72,6/7/13,12:11:24 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443247,SR250,SR250-NR,0011946290,,Export Vessel Sailed,ZT72,7/5/13,3:15:21 PM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443248,SR250,SR250-NR,0011946291,,Export Vessel Sailed,ZT72,7/5/13,3:15:10 PM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443212,SR250,SR250-NR,0011946292,,Export Vessel Sailed,ZT72,5/30/13,9:58:38 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443214,SR250,SR250-NR,0011946293,,Export Vessel Sailed,ZT72,5/30/13,9:58:27 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443218,SR250,SR250-NR,0011946294,,Export Vessel Sailed,ZT72,5/30/13,9:58:04 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443219,SR250,SR250-NR,0011946295,,Export Vessel Sailed,ZT72,5/30/13,9:57:51 AM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443252,SR250,SR250-NR,0011946302,,Export Vessel Sailed,ZT72,7/5/13,3:14:57 PM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CASE CONSTRUCTION MACHINERY (SHANGH,NDM443267,SR250,SR250-NR,0011946313,,Export Vessel Sailed,ZT72,7/5/13,3:14:47 PM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"CISCO EQUIPMENT NM SALES, LLC",NDM461214,L225,L225-T4A,0011947600,,Delivered to Destination,ZT56,12/2/13,11:07:09 AM,ARTESIA,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
KOBELCO CONSTRUCTION MACHINERY CO L,NDM457573,SR220,SR220-NR,0011948417,,Export Vessel Sailed,ZT72,4/9/13,1:20:08 PM,IN TRANSIT,MALAYSI CS,WI01,WI01,MALAYSIA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
KOBELCO CONSTRUCTION MACHINERY CO L,NDM457574,SR220,SR220-NR,0011948418,,Export Vessel Sailed,ZT72,4/9/13,1:20:08 PM,IN TRANSIT,MALAYSI CS,WI01,WI01,MALAYSIA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
KOBELCO CONSTRUCTION MACHINERY CO L,NDM457575,SR220,SR220-NR,0011948419,,Export Vessel Sailed,ZT72,4/9/13,1:20:08 PM,IN TRANSIT,MALAYSI CS,WI01,WI01,MALAYSIA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
VETTER EQUIPMENT COMPANY,NDM461656,SR220,SR220-T4 INTERIM,0012005752,,Delivered to Destination,ZT56,7/1/13,3:48:56 PM,STORM LAKE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Matured Financing
REDHEAD EQUIPMENT LTD.,NDM443076,SR250,SR250-T4A,0011951286,,Delivered to Destination,ZT56,5/8/13,1:19:15 PM,SASKATOON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
"TOWN & COUNTRY IMPLEMENT, INC.",NDM473051,L225,L225-T4A,0011952213,,Delivered to Destination,ZT56,4/26/13,7:09:39 AM,ROCK VALLEY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"LAMB & WEBSTER, INC.",NDM449325,L218,L218-T4B,0011976346,,Outbound Delivery Shipped,ZT54,6/5/13,5:29:23 PM,IN TRANSIT,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
CASE CONSTRUCTION MACHINERY (SHANGH,NDM461525,SR220,SR220-NR,0011953636,,Export Vessel Sailed,ZT72,7/5/13,3:13:47 PM,IN TRANSIT,CHINA CS,WI01,WI01,CHINA CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"TRIEBOLD IMPLEMENT, INC.",NDM460024,SV300,SV300-T4A,0011954009,,Delivered to Destination,ZT56,4/13/13,7:12:28 PM,WHITEWATER,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
QARACHAY INDIVIDUAL COMPANY,NDM460858,SV250,SV250-NR,0011954178,,Export Vessel Sailed,ZT72,7/15/13,4:32:13 PM,IN TRANSIT,AZERB CS L,WI01,WI01,AZERBAIJAN CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NDM443261,SR250,SR250-T4 INTERIM,0011993212,,Delivered to Destination,ZT56,5/30/13,4:34:25 PM,GILLETTE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
KOBELCO CONSTRUCTION MACHINERY CO L,NDM461584,SR220,SR220-NR,0011954576,,Export Vessel Sailed,ZT72,6/14/13,1:41:22 PM,IN TRANSIT,TAIWAN CS,WI01,WI01,TAIWAN CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
KOBELCO CONSTRUCTION MACHINERY CO L,NDM461582,SR220,SR220-NR,0011954577,,Export Vessel Sailed,ZT72,6/14/13,1:41:34 PM,IN TRANSIT,TAIWAN CS,WI01,WI01,TAIWAN CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
KOBELCO CONSTRUCTION MACHINERY CO L,NDM461585,SR220,SR220-NR,0011954578,,Export Vessel Sailed,ZT72,6/21/13,9:17:19 AM,IN TRANSIT,TAIWAN CS,WI01,WI01,TAIWAN CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
KOBELCO CONSTRUCTION MACHINERY CO L,NDM461583,SR220,SR220-NR,0011954579,,Export Vessel Sailed,ZT72,6/21/13,9:17:32 AM,IN TRANSIT,TAIWAN CS,WI01,WI01,TAIWAN CASE/CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"TRI-COUNTY IMPLEMENT, INC.",NDM460880,SV250,SV250-T4A,0011954701,,Delivered to Destination,ZT56,6/13/13,5:19:02 PM,SIDNEY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
KUNAU IMPLEMENT CO.,NDM473089,L225,L225-T4A,0011955102,,Delivered to Destination,ZT56,5/2/13,11:36:18 AM,PRESTON,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
KUNAU IMPLEMENT CO.,NDM473053,L225,L225-T4A,0011955106,,Delivered to Destination,ZT56,4/29/13,9:18:22 PM,PRESTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"BANE-WELKER EQUIPMENT, LLC",NDM460025,SV300,SV300-T4A,0011955180,,Delivered to Destination,ZT56,4/16/13,8:46:34 AM,PLYMOUTH,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
ROOTS GROUP ARABIA CJSC,NDM457681,SR220,SR220-NR,0011955764,,Export Vessel Sailed,ZT72,6/28/13,9:39:12 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NDM457682,SR220,SR220-NR,0011955766,,Export Vessel Sailed,ZT72,6/28/13,9:38:58 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
SOMECO INTERNATIONAL S.A.L.,NDM457687,SR220,SR220-NR,0011955767,,Export Vessel Sailed,ZT72,5/22/13,9:54:24 AM,IN TRANSIT,LEBAN CS L,WI01,WI01,LEBANON CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
SOMECO INTERNATIONAL S.A.L.,NDM457694,SR220,SR220-NR,0011955768,,Export Vessel Sailed,ZT72,5/22/13,9:54:01 AM,IN TRANSIT,LEBAN CS L,WI01,WI01,LEBANON CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NDM457683,SR220,SR220-NR,0011955769,,Export Vessel Sailed,ZT72,6/28/13,9:38:43 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NDM457680,SR220,SR220-NR,0011955770,,Export Vessel Sailed,ZT72,5/13/13,9:28:09 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
SOMECO INTERNATIONAL S.A.L.,NDM457688,SR220,SR220-NR,0011955771,,Export Vessel Sailed,ZT72,5/22/13,9:54:13 AM,IN TRANSIT,LEBAN CS L,WI01,WI01,LEBANON CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
SOMECO INTERNATIONAL S.A.L.,NDM457696,SR220,SR220-NR,0011955773,,Export Vessel Sailed,ZT72,5/22/13,9:53:50 AM,IN TRANSIT,LEBAN CS L,WI01,WI01,LEBANON CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NDM457679,SR220,SR220-NR,0011955775,,Export Vessel Sailed,ZT72,5/13/13,9:28:22 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ROOTS GROUP ARABIA CJSC,NDM457684,SR220,SR220-NR,0011955776,,Export Vessel Sailed,ZT72,6/28/13,9:38:28 AM,IN TRANSIT,S.ARAB CSL,WI01,WI01,SAUDI ARABIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MAQUINARIAS S.A.,NDM443114,SR250,,0011955821,,Export Vessel Sailed,ZT72,6/11/13,10:06:08 AM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MAQUINARIAS S.A.,NDM443113,SR250,,0011955822,,Export Vessel Sailed,ZT72,6/11/13,10:06:25 AM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MAQUINARIAS S.A.,NDM443112,SR250,,0011955823,,Export Vessel Sailed,ZT72,6/11/13,10:06:39 AM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MAQUINARIAS S.A.,NDM443122,SR250,,0011955824,,Export Vessel Sailed,ZT72,7/1/13,1:25:22 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MAQUINARIAS S.A.,NDM443116,SR250,,0011955825,,Export Vessel Sailed,ZT72,7/1/13,1:25:42 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MAQUINARIAS S.A.,NDM443117,SR250,,0011955826,,Export Vessel Sailed,ZT72,7/1/13,1:25:33 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM457669,SR220,SR220NR CASE,0011955881,,Export Vessel Sailed,ZT72,6/19/13,5:57:45 PM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM457675,SR220,SR220NR CASE,0011955882,,Export Vessel Sailed,ZT72,5/15/13,12:48:25 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM457690,SR220,SR220NR CASE,0011955889,,Export Vessel Sailed,ZT72,5/15/13,12:48:14 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM457697,SR220,SR220NR CASE,0011955890,,Export Vessel Sailed,ZT72,5/15/13,12:48:02 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM457693,SR220,SR220NR CASE,0011955891,,Export Vessel Sailed,ZT72,5/23/13,9:25:28 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM457686,SR220,SR220NR CASE,0011955892,,Export Vessel Sailed,ZT72,5/23/13,9:25:40 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
GRUMAQ SRL,NDM457698,SR220,SR220NR CASE,0011955893,,Export Vessel Sailed,ZT72,5/23/13,9:25:17 AM,IN TRANSIT,ARG CASE,WI01,WI01,ARGENTINA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"BAUMLER IMPLEMENTS, INC.",NDM449329,L218,L218-T4B,0011970093,,Delivered to Destination,ZT56,6/5/13,6:02:19 AM,WEST UNION,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"LAMB & WEBSTER, INC.",NDM449412,L218,L218-T4B,0011976354,,Delivered to Destination,ZT56,6/21/13,7:13:43 AM,SPRINGVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
"GREINER IMPLEMENT COMPANY, INC.",NDM460951,SV250,SV250-T4 INTERIM,0011957067,,Delivered to Destination,ZT56,4/4/13,12:30:52 PM,OTTUMWA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BAUMLER IMPLEMENTS, INC.",NDM449382,L218,L218-T4B,0011970099,,Delivered to Destination,ZT56,6/25/13,12:10:21 PM,WEST UNION,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"LAMB & WEBSTER, INC.",NDM473071,L225,L225-T4A,0011976355,,Delivered to Destination,ZT56,5/6/13,10:00:50 AM,SPRINGVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"SCHLOFMAN TRACTOR & IMPLEMENT CO.,",NDM472201,L230,L230-T4A,0011957995,,Delivered to Destination,ZT56,12/2/13,11:06:23 AM,BOISE,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
THE VICTOR L. PHILLIPS COMPANY,NDM466594,SV185,SV185-T4 FINAL,0011973972,,Delivered to Destination,ZT56,9/30/13,6:51:06 PM,KANSAS CITY,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Non-Pneumatic (64 OTW),,,Dealer Inventory
"GARTON TRACTOR, INC.",NDM473099,L225,L225-T4A,0011976980,,Delivered to Destination,ZT56,5/15/13,6:53:31 PM,TURLOCK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Non-Pneumatic (70 OTW),,,Retail
"KANEQUIP, INC.",NDM460027,SV300,SV300-T4 INTERIM,0011958141,,Delivered to Destination,ZT56,4/16/13,10:34:30 AM,WAMEGO,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
HEHLI-VOLD CORPORATION,NDM472463,L230,L230-T4A,0011995316,,Delivered to Destination,ZT56,6/20/13,10:33:00 AM,BALDWIN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"Scott Equipment Company, L.L.C.",NDM443102,SR250,SR250-T4 INTERIM,0011958315,,Delivered to Destination,ZT56,5/9/13,9:01:55 AM,MONROE,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
TITAN MACHINERY INC.,NDM443103,SR250,SR250-T4A,0011958316,,Delivered to Destination,ZT56,6/27/13,4:33:44 PM,WINDSOR,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
CNH Industrial Australia Pty Limite,NDM443161,SR250,SR250-NR,0011958528,,Export Vessel Sailed,ZT72,6/17/13,8:52:32 PM,IN TRANSIT,AUSTR CS L,WI01,WI01,AUSTRIA CASE / CASE IH LOC,12x16.5 Mining (70 OTW),,,Dealer Inventory
COEUR D'ALENE TRACTOR CO.,NDM473060,L225,L225-T4A,0011958767,,Delivered to Destination,ZT56,5/1/13,12:43:01 PM,COEUR D ALENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Premier Rental DRY
COEUR D'ALENE TRACTOR CO.,NDM473061,L225,L225-T4A,0011958770,,Delivered to Destination,ZT56,5/1/13,12:43:03 PM,COEUR D ALENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"VALLEY IMPLEMENT & MOTOR CO., INC.",NDM460038,SV300,SV300-T4 INTERIM,0011959197,,Delivered to Destination,ZT56,4/24/13,12:38:34 PM,PRESTON,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Matured Financing
CNH INDUSTRIAL LATIN AMERICA LTDA,NDM461292,L225,L225-NR,0011959262,,Export Vessel Sailed,ZT72,6/13/13,9:59:30 AM,IN TRANSIT,BRZ NH L,WI01,WI01,LOC BRAZIL NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
LLC COMPANY SIM-AUTO,NDM460923,SV250,SV250-NR,0011959435,,Export Vessel Sailed,ZT72,7/3/13,9:34:34 AM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
LLC COMPANY SIM-AUTO,NDM460925,SV250,SV250-NR,0011959436,,Export Vessel Sailed,ZT72,7/3/13,9:34:22 AM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ACTIO RUS OOO,NDM460927,SV250,SV250-NR,0011959437,,Export Vessel Sailed,ZT72,7/15/13,4:02:32 PM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ACTIO RUS OOO,NDM460926,SV250,SV250-NR,0011959438,,Export Vessel Sailed,ZT72,6/24/13,11:57:48 AM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
ACTIO RUS OOO,NDM460924,SV250,SV250-NR,0011959439,,Export Vessel Sailed,ZT72,7/15/13,4:02:43 PM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
CNH INDUSTRIAL (RUSSIA) COMMERCIAL,NDM461298,L225,L225-NR,0011959443,,Export Arrived at Port of Load,ZT70,6/29/13,8:35:48 AM,IN TRANSIT,RUSSIA NHL,WI01,WI01,RUSSIA NH AGCE LOC,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
WEST BEND INTL,NDM460032,SV300,SV300-T4A,0011959588,,Delivered to Destination,ZT56,4/22/13,8:57:52 AM,West Bend,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Retail
INLAND KENWORTH,NDM457638,SR220,SR220-T4 INTERIM,0011961338,,Delivered to Destination,ZT56,5/24/13,3:42:47 PM,LANGLEY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
INLAND KENWORTH,NDM457643,SR220,SR220-T4 INTERIM,0011961340,,Delivered to Destination,ZT56,5/24/13,3:42:07 PM,LANGLEY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TITAN MACHINERY INC.,NDM457649,SR220,SR220-T4A,0011961343,,Delivered to Destination,ZT56,6/5/13,8:44:45 AM,WINDSOR,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
