Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,Char. 4,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
"MARTIN IMPLEMENT SALES, INC.",NEM478828,L225,L225-T4A,0012200700,,Delivered to Destination,ZT56,6/26/14,2:20:02 PM,ORLAND PARK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"MARTIN IMPLEMENT SALES, INC.",NEM478829,L225,L225-T4A,0012200701,,Delivered to Destination,ZT56,7/10/14,7:27:34 AM,ORLAND PARK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"AG-INDUSTRIAL, INC.",NEM472973,L230,L230-T4A,0012209223,,Delivered to Destination,ZT56,6/18/14,12:15:24 PM,RISING SUN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"HOMER UNKEFER FARM EQUIPMENT CO., I",NEM485001,L218,L218-T4B,0012200703,,Delivered to Destination,ZT56,5/5/14,3:12:59 PM,MINERVA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"MARTIN IMPLEMENT SALES, INC.",NEM472880,L230,L230-T4A,0012200731,,Delivered to Destination,ZT56,6/27/14,1:41:30 PM,ORLAND PARK,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"MARTIN IMPLEMENT SALES, INC.",NEM472881,L230,L230-T4A,0012200736,,Delivered to Destination,ZT56,5/12/14,12:19:08 PM,ORLAND PARK,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Premier Rental DRY
"MARTIN IMPLEMENT SALES, INC.",NEM473035,L230,L230-T4A,0012200741,,Delivered to Destination,ZT56,7/7/14,6:30:27 AM,SOUTH ELGIN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"HOMER UNKEFER FARM EQUIPMENT CO., I",NEM485216,L218,L218-T4B,0012200742,,Delivered to Destination,ZT56,6/5/14,8:00:35 AM,MINERVA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"WE AG PARTNERS, INC.",NEM485371,L218,L218-T4B,0012200751,,Delivered to Destination,ZT56,7/8/14,12:22:23 PM,CARLISLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"WE AG PARTNERS, INC.",NEM486227,L215/L216,L216-T4B,0012200763,,Delivered to Destination,ZT56,5/7/14,4:53:39 PM,CARLISLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
"COMER EQUIPMENT COMPANY, INC.",NEM473906,L225,L225-T4A,0012200810,,Delivered to Destination,ZT56,4/16/14,11:59:31 AM,YORK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"MARTIN IMPLEMENT SALES, INC.",NEM473957,L225,L225-T4A,0012201232,,Delivered to Destination,ZT56,5/5/14,11:19:37 AM,SOUTH ELGIN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"MARTIN IMPLEMENT SALES, INC.",NEM474066,L225,L225-T4A,0012201237,,Delivered to Destination,ZT56,6/12/14,1:40:58 PM,SOUTH ELGIN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"GERMAN-BLISS EQUIPMENT, INC.",NEM475530,L220,L220-T4B,0012201307,,Delivered to Destination,ZT56,5/1/14,11:30:38 AM,PRINCEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"GERMAN-BLISS EQUIPMENT, INC.",NEM485074,L218,L218-T4B,0012201324,,Delivered to Destination,ZT56,5/20/14,10:38:34 AM,PRINCEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
WILLARD'S EQUIPMENT COMPANY,NEM473958,L225,L225-T4A,0012201425,,Delivered to Destination,ZT56,5/8/14,1:03:17 PM,WEST BRANCH,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"TILMANN HARDWARE, INC.",NEM484843,L218,L218-T4B,0012201431,,Delivered to Destination,ZT56,4/4/14,12:44:50 PM,MOUNT PLEASANT,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
FUTURE AG INC.,NEM480951,SV185,SV185-CANADA,0012201506,,Delivered to Destination,ZT56,6/10/14,1:09:55 PM,RED DEER COUNTY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
WILLARD'S EQUIPMENT COMPANY,NEM485373,L218,L218-T4B,0012201531,,Delivered to Destination,ZT56,7/11/14,1:08:22 PM,WEST BRANCH,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM472965,L230,L230-T4A,0012201578,,Delivered to Destination,ZT56,6/13/14,3:46:35 PM,EDMOND,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NEM474069,L225,L225-T4A,0012203394,,Delivered to Destination,ZT56,6/19/14,1:33:44 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
ROSZKO FARM EQUIPMENT LTD.,NEM470287,SV300,SV300-CANADA,0012201754,,Delivered to Destination,ZT56,6/28/14,7:29:40 AM,MAYERTHORPE,NA CASE,WI01,WI01,NA CASE / CASE IH,14x17.5 Premium (76 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM473959,L225,L225-T4A,0012201773,,Delivered to Destination,ZT56,5/2/14,1:30:06 PM,EDMOND,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
FUTURE AG INC.,NEM467663,SR200/SR210,SR200-CANADA,0012201828,,Delivered to Destination,ZT56,5/29/14,9:49:59 AM,RED DEER COUNTY,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Retail
HUSS IMPLEMENT CO.,NEM473960,L225,L225-T4A,0012201851,,Delivered to Destination,ZT56,5/2/14,10:17:43 AM,LA MOTTE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
HUSS IMPLEMENT CO.,NEM474067,L225,L225-T4A,0012201854,,Delivered to Destination,ZT56,6/6/14,8:35:55 AM,LA MOTTE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
WILLARD'S EQUIPMENT COMPANY,NEM473961,L225,L225-T4A,0012202614,,Delivered to Destination,ZT56,5/6/14,2:12:04 PM,WEST BRANCH,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"VICTORIA FARM EQUIPMENT COMPANY, IN",NEM478815,L225,L225-T4A,0012203218,,Delivered to Destination,ZT56,6/26/14,1:58:29 PM,VICTORIA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"TULSA NEW HOLLAND, Inc.",NEM474068,L225,L225-T4A,0012203232,,Delivered to Destination,ZT56,6/3/14,9:36:00 AM,TULSA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
HEHLI-VOLD CORPORATION,NEM473978,L225,L225-T4A,0012211693,,Delivered to Destination,ZT56,5/12/14,9:19:27 AM,Ellsworth,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"BOONE COUNTY EQUIPMENT, LLC",NEM485290,L218,L218-T4B,0012203330,,Delivered to Destination,ZT56,6/20/14,10:18:06 AM,COLUMBIA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"MARTIN IMPLEMENT SALES, INC.",NEM483634,L223,L223-T4B,0012203336,,Delivered to Destination,ZT56,4/21/14,9:18:31 AM,ORLAND PARK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"BOOTH MACHINERY SALES, INC.",NEM474610,L223,L223-T4B,0012203343,,Delivered to Destination,ZT56,6/30/14,4:21:46 PM,CRAWFORDSVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BOONE COUNTY EQUIPMENT, LLC",NEM483744,L223,L223-T4B,0012203350,,Delivered to Destination,ZT56,6/10/14,9:48:35 AM,COLUMBIA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"MILWAUKEE TRACTOR & EQUIPMENT, INC.",NEM474070,L225,L225-T4A,0012203396,,Delivered to Destination,ZT56,6/19/14,1:33:27 PM,MILWAUKEE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"BAXLA TRACTOR SALES, INC.",NEM475716,L220,L220-T4B,0012203453,,Delivered to Destination,ZT56,6/23/14,10:02:37 AM,SEAMAN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"FORRESTER FARM EQUIPMENT, LTD.",NEM485111,L218,L218-T4B,0012215120,,Delivered to Destination,ZT56,6/2/14,12:12:24 PM,CHAMBERSBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM472852,L230,L230-T4A,0012209233,,Delivered to Destination,ZT56,6/12/14,1:41:05 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM474072,L225,L225-T4A,0012206905,,Delivered to Destination,ZT56,6/3/14,9:35:52 AM,EDMOND,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM474073,L225,L225-T4A,0012206924,,Delivered to Destination,ZT56,6/5/14,3:41:23 PM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"EQUIPMENT DEPOT, LTD.",NEM473728,L225,L225-T4A,0012206943,,Delivered to Destination,ZT56,6/20/14,11:18:48 AM,WACO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"CENTRAL NEW HOLLAND, INC.",NEM478831,L225,L225-T4A,0012206951,,Delivered to Destination,ZT56,7/14/14,8:16:41 AM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM485093,L218,L218-T4B,0012209244,,Delivered to Destination,ZT56,6/3/14,9:24:14 AM,RISING SUN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"AUTOMOTIVE COMPANY, INC.",NEM478797,L225,L225-T4A,0012205628,,Delivered to Destination,ZT56,6/16/14,8:12:21 AM,ISABEL,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TOPEKA NEW HOLLAND, INC.",NEM484920,L218,L218-T4B,0012206723,,Delivered to Destination,ZT56,5/2/14,9:58:30 AM,TOPEKA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"TOPEKA NEW HOLLAND, INC.",NEM479971,L221,L221-T4B,0012206779,,Delivered to Destination,ZT56,4/30/14,3:44:31 PM,TOPEKA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"BAXLA TRACTOR SALES, INC.",NEM475607,L220,L220-T4B,0012207151,,Delivered to Destination,ZT56,5/31/14,10:21:46 AM,SEAMAN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"ROCKINGHAM NEW HOLLAND, INC.",NEM484921,L218,L218-T4B,0012207226,,Delivered to Destination,ZT56,5/2/14,1:30:27 PM,HARRISONBURG,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"ROCKINGHAM NEW HOLLAND, INC.",NEM473963,L225,L225-T4A,0012207245,,Delivered to Destination,ZT56,5/6/14,7:05:52 AM,HARRISONBURG,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
WARD IMPLEMENT COMPANY,NEM484927,L218,L218-T4B,0012209277,,Delivered to Destination,ZT56,5/7/14,4:53:31 PM,BEECH GROVE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"WHITE'S FARM SUPPLY, INC.",NEM484922,L218,L218-T4B,0012207894,,Delivered to Destination,ZT56,5/2/14,7:55:15 AM,CANASTOTA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"WHITE'S FARM SUPPLY, INC.",NEM485291,L218,L218-T4B,0012207911,,Delivered to Destination,ZT56,6/23/14,8:11:50 AM,CANASTOTA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
SCOTT SUPPLY CO.,NEM472859,L230,L230-T4A,0012208092,,Delivered to Destination,ZT56,5/21/14,6:57:14 PM,MITCHELL,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM473036,L230,L230-T4A,0012208108,,Delivered to Destination,ZT56,7/15/14,4:01:31 PM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"WELTSCH EQUIPMENT, INC.",NEM472886,L230,L230-T4A,0012208126,,Delivered to Destination,ZT56,5/14/14,3:09:30 PM,REDWOOD FALLS,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"CLAPP ENTERPRISES, LLC",NEM485076,L218,L218-T4B,0012208135,,Delivered to Destination,ZT56,6/6/14,3:25:47 PM,SILER CITY,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"KLEM TRACTOR, INCORPORATED",NEM483674,L223,L223-T4B,0012208178,,Delivered to Destination,ZT56,5/2/14,7:55:27 AM,SPENCER,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"MALVESE EQUIPMENT COMPANY, INC.",NEM473873,L225,L225-T4A,0012208191,,Delivered to Destination,ZT56,4/17/14,10:19:20 AM,RIVERHEAD,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"BRUNA BROTHERS IMPLEMENT, LLC",NEM469683,SV250,SV250-T4 INTERIM,0012208254,,Delivered to Destination,ZT56,6/16/14,4:18:59 PM,SENECA,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Severe Duty (70 OTW),,,Retail
"BRUNA BROTHERS IMPLEMENT, LLC",NEM478237,SR200/SR210,SR210-T4 FINAL,0012208274,,Delivered to Destination,ZT56,6/3/14,11:39:21 AM,WASHINGTON,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
"ADKINS EQUIPMENT, INC.",NEM485077,L218,L218-T4B,0012208491,,Delivered to Destination,ZT56,6/2/14,6:34:27 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM485078,L218,L218-T4B,0012208492,,Delivered to Destination,ZT56,6/10/14,11:03:54 AM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM485374,L218,L218-T4B,0012208496,,Delivered to Destination,ZT56,7/11/14,4:50:23 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM485379,L218,L218-T4B,0012208497,,Delivered to Destination,ZT56,7/11/14,8:16:54 AM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM475546,L220,L220-T4B,0012208502,,Delivered to Destination,ZT56,4/30/14,8:07:55 AM,SAUK CENTRE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"MODERN FARM EQUIPMENT, INC.",NEM475547,L220,L220-T4B,0012208504,,Delivered to Destination,ZT56,5/6/14,12:38:31 PM,SAUK CENTRE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM475573,L220,L220-T4B,0012208505,,Delivered to Destination,ZT56,5/28/14,11:49:58 AM,SAUK CENTRE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM475574,L220,L220-T4B,0012208507,,Delivered to Destination,ZT56,5/28/14,11:49:56 AM,SAUK CENTRE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM485380,L218,L218-T4B,0012208508,,Delivered to Destination,ZT56,7/11/14,4:48:12 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM474051,L225,L225-T4A,0012208512,,Delivered to Destination,ZT56,6/9/14,8:10:27 AM,SAUK CENTRE,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM474075,L225,L225-T4A,0012208514,,Delivered to Destination,ZT56,6/10/14,1:11:58 AM,PIERZ,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM475606,L220,L220-T4B,0012208516,,Delivered to Destination,ZT56,6/3/14,3:09:05 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM475608,L220,L220-T4B,0012208517,,Delivered to Destination,ZT56,6/3/14,3:08:55 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM475609,L220,L220-T4B,0012208518,,Delivered to Destination,ZT56,6/2/14,6:34:26 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"MODERN FARM EQUIPMENT, INC.",NEM472887,L230,L230-T4A,0012208522,,Delivered to Destination,ZT56,5/24/14,10:50:38 AM,PIERZ,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"MODERN FARM EQUIPMENT, INC.",NEM472966,L230,L230-T4A,0012208528,,Delivered to Destination,ZT56,6/18/14,3:34:42 PM,SAUK CENTRE,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"ADKINS EQUIPMENT, INC.",NEM483747,L223,L223-T4B,0012208530,,Delivered to Destination,ZT56,6/3/14,3:09:02 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM483837,L223,L223-T4B,0012208543,,Delivered to Destination,ZT56,6/25/14,5:31:28 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM483838,L223,L223-T4B,0012208544,,Delivered to Destination,ZT56,6/25/14,4:29:21 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
SECURITY EQUIPMENT CO.,NEM483608,L223,L223-T4B,0012209442,,Delivered to Destination,ZT56,6/30/14,1:50:44 PM,BALTIMORE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
PAT KELLY EQUIPMENT COMPANY,NEM485008,L218,L218-T4B,0012208780,,Delivered to Destination,ZT56,5/8/14,1:26:50 PM,HAZELWOOD,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
PAT KELLY EQUIPMENT COMPANY,NEM472888,L230,L230-T4A,0012208788,,Delivered to Destination,ZT56,5/9/14,9:42:42 AM,HAZELWOOD,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM475541,L220,L220-T4B,0012208820,,Delivered to Destination,ZT56,5/5/14,9:27:22 AM,NEW HOLLAND,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM484924,L218,L218-T4B,0012208829,,Delivered to Destination,ZT56,4/25/14,10:57:19 AM,RISING SUN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"AG-INDUSTRIAL, INC.",NEM484925,L218,L218-T4B,0012208841,,Delivered to Destination,ZT56,5/6/14,6:26:14 AM,NEW HOLLAND,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"CENTRAL NEW HOLLAND, INC.",NEM483675,L223,L223-T4B,0012208846,,Delivered to Destination,ZT56,5/9/14,11:27:02 AM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"AG-INDUSTRIAL, INC.",NEM483676,L223,L223-T4B,0012208859,,Delivered to Destination,ZT56,5/6/14,6:26:15 AM,DOUGLASSVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM483723,L223,L223-T4B,0012208867,,Delivered to Destination,ZT56,4/30/14,11:45:18 AM,RISING SUN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM485009,L218,L218-T4B,0012208868,,Delivered to Destination,ZT56,5/6/14,6:26:08 AM,NEW HOLLAND,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"CENTRAL NEW HOLLAND, INC.",NEM483749,L223,L223-T4B,0012208869,,Delivered to Destination,ZT56,5/19/14,2:26:33 PM,EDMOND,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM475718,L220,L220-T4B,0012208877,,Delivered to Destination,ZT56,6/26/14,11:46:08 AM,RISING SUN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM475610,L220,L220-T4B,0012208886,,Delivered to Destination,ZT56,6/2/14,6:34:23 PM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM475719,L220,L220-T4B,0012208892,,Delivered to Destination,ZT56,6/19/14,8:07:56 AM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM475720,L220,L220-T4B,0012208897,,Delivered to Destination,ZT56,7/9/14,9:06:36 AM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"CENTRAL NEW HOLLAND, INC.",NEM475721,L220,L220-T4B,0012208903,,Delivered to Destination,ZT56,7/9/14,9:06:27 AM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM483829,L223,L223-T4B,0012208922,,Delivered to Destination,ZT56,6/27/14,3:18:15 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM483845,L223,L223-T4B,0012208926,,Delivered to Destination,ZT56,6/24/14,1:57:15 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM475531,L220,L220-T4B,0012208929,,Delivered to Destination,ZT56,5/1/14,12:29:36 PM,EDMOND,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KANEQUIP, INC.",NEM475611,L220,L220-T4B,0012208931,,Delivered to Destination,ZT56,5/21/14,6:36:49 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KANEQUIP, INC.",NEM475612,L220,L220-T4B,0012208935,,Delivered to Destination,ZT56,5/21/14,6:36:50 PM,ELLSWORTH,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"FARMERS IMPLEMENT & IRRIGATION, INC",NEM478833,L225,L225-T4A,0012208964,,Delivered to Destination,ZT56,7/10/14,3:27:56 PM,BROOKINGS,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485079,L218,L218-T4B,0012208974,,Delivered to Destination,ZT56,5/30/14,1:16:45 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485084,L218,L218-T4B,0012208975,,Delivered to Destination,ZT56,5/30/14,1:16:58 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
NAVITRANS S.A.,NEM467509,SR200/SR210,SR200NR CASE  SR200,0012208976,,Export Vessel Sailed,ZT72,6/2/14,2:29:48 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
NAVITRANS S.A.,NEM467513,SR200/SR210,SR200NR CASE  SR200,0012208980,,Export Vessel Sailed,ZT72,6/2/14,2:29:36 PM,IN TRANSIT,NOLA CASE,L183,U030,NOLA CASE / CASE IH,12x16.5 Premium (70 OTW),,,Dealer Inventory
