Customer Name,Vehicle Identification Number,MODEL,COMMERCIAL MODEL,Internal Vehicle Number,Char. 4,Primary Status,Primary Status,Date of Primary Status,Time of Primary Status,Location,Vehicle Search Area,Plant,Storage Location,Veh. Srch Area,TIRE OPTIONS,Char. 5,Characteristic 6,Vehicle Usage
"HENNESSEY IMPLEMENT, INC.",NEM485085,L218,L218-T4B,0012208982,,Delivered to Destination,ZT56,5/29/14,11:23:13 AM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"CENTRAL NEW HOLLAND, INC.",NEM485381,L218,L218-T4B,0012208983,,Delivered to Destination,ZT56,7/7/14,6:34:22 PM,OKLAHOMA CITY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485086,L218,L218-T4B,0012208984,,Delivered to Destination,ZT56,5/29/14,11:22:32 AM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485087,L218,L218-T4B,0012208986,,Delivered to Destination,ZT56,5/30/14,1:16:22 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"KANEQUIP, INC.",NEM472967,L230,L230-T4A,0012208987,,Delivered to Destination,ZT56,6/12/14,1:41:04 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485088,L218,L218-T4B,0012208988,,Delivered to Destination,ZT56,5/30/14,1:17:16 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485089,L218,L218-T4B,0012208989,,Delivered to Destination,ZT56,6/4/14,12:41:24 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485090,L218,L218-T4B,0012208990,,Delivered to Destination,ZT56,6/4/14,12:42:53 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM472968,L230,L230-T4A,0012208991,,Delivered to Destination,ZT56,6/20/14,6:33:16 PM,ELLSWORTH,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485091,L218,L218-T4B,0012208993,,Delivered to Destination,ZT56,6/4/14,12:44:17 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM485092,L218,L218-T4B,0012208994,,Delivered to Destination,ZT56,6/9/14,2:58:07 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"SCHLOFMAN TRACTOR & IMPLEMENT CO.,",NEM476811,L218,L218-T4B,0012208995,,Delivered to Destination,ZT56,4/23/14,4:19:33 PM,BOISE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"KANEQUIP, INC.",NEM472969,L230,L230-T4A,0012208996,,Delivered to Destination,ZT56,6/12/14,1:41:04 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"KANEQUIP, INC.",NEM472970,L230,L230-T4A,0012209004,,Delivered to Destination,ZT56,6/12/14,1:41:05 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474076,L225,L225-T4A,0012209007,,Delivered to Destination,ZT56,5/29/14,11:23:47 AM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"HENNESSEY IMPLEMENT, INC.",NEM474077,L225,L225-T4A,0012209014,,Delivered to Destination,ZT56,6/19/14,1:34:38 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474078,L225,L225-T4A,0012209016,,Delivered to Destination,ZT56,6/4/14,12:48:25 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474079,L225,L225-T4A,0012209017,,Delivered to Destination,ZT56,5/29/14,11:24:05 AM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM472971,L230,L230-T4A,0012209019,,Delivered to Destination,ZT56,6/24/14,1:57:22 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474080,L225,L225-T4A,0012209020,,Delivered to Destination,ZT56,6/4/14,12:49:08 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474081,L225,L225-T4A,0012209021,,Delivered to Destination,ZT56,8/11/14,8:30:10 AM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474082,L225,L225-T4A,0012209027,,Delivered to Destination,ZT56,5/30/14,1:17:31 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"KANEQUIP, INC.",NEM472972,L230,L230-T4A,0012209028,,Delivered to Destination,ZT56,6/24/14,1:57:23 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474083,L225,L225-T4A,0012209029,,Delivered to Destination,ZT56,6/9/14,2:58:21 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"HENNESSEY IMPLEMENT, INC.",NEM474084,L225,L225-T4A,0012209031,,Delivered to Destination,ZT56,5/29/14,11:23:28 AM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"HENNESSEY IMPLEMENT, INC.",NEM474085,L225,L225-T4A,0012209032,,Delivered to Destination,ZT56,6/9/14,2:58:35 PM,DODGEVILLE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
TECNICA UNIVERSAL S.A.,NEM477439,SR250,SR250NR CASE  SR250,0012209068,,Export Vessel Sailed,ZT72,6/24/14,10:08:23 AM,IN TRANSIT,NOLA CASE,WI01,WI01,NOLA CASE / CASE IH,12x16.5 Premium-Liner (70 OTW),,,Dealer Inventory
"ABILENE NEW HOLLAND, L.C.",NEM475613,L220,L220-T4B,0012209086,,Delivered to Destination,ZT56,5/22/14,4:54:36 PM,ABILENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"ABILENE NEW HOLLAND, L.C.",NEM484913,L218,L218-T4B,0012209090,,Delivered to Destination,ZT56,5/1/14,12:29:42 PM,ABILENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"ABILENE NEW HOLLAND, L.C.",NEM475575,L220,L220-T4B,0012209096,,Delivered to Destination,ZT56,5/14/14,5:34:02 PM,ABILENE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM473964,L225,L225-T4A,0012209132,,Delivered to Destination,ZT56,5/9/14,12:29:45 PM,NEW HOLLAND,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"CHAMBERS TRACTOR SALES, INC.",NEM475576,L220,L220-T4B,0012209144,,Delivered to Destination,ZT56,5/28/14,11:23:08 AM,MONTGOMERY,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium-Liner (64 OTW),,,Dealer Inventory
"CHAMBERS TRACTOR SALES, INC.",NEM474086,L225,L225-T4A,0012209177,,Delivered to Destination,ZT56,6/12/14,1:41:05 PM,MONTGOMERY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium-Liner (70 OTW),,,Dealer Inventory
"F & W TRACTOR CO., INC.",NEM475542,L220,L220-T4B,0012209304,,Delivered to Destination,ZT56,5/5/14,5:18:55 PM,HUTCHINSON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
"AG-INDUSTRIAL, INC.",NEM474087,L225,L225-T4A,0012209407,,Delivered to Destination,ZT56,6/5/14,2:45:47 PM,NEW HOLLAND,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM473021,L230,L230-T4A,0012209419,,Delivered to Destination,ZT56,6/18/14,10:31:51 AM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"ROVENDALE AG & BARN EQUIPMENT, INC.",NEM485101,L218,L218-T4B,0012211220,,Delivered to Destination,ZT56,5/27/14,6:30:03 AM,WATSONTOWN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM484928,L218,L218-T4B,0012209464,,Delivered to Destination,ZT56,5/9/14,7:08:39 AM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"KANEQUIP, INC.",NEM472890,L230,L230-T4A,0012209465,,Delivered to Destination,ZT56,5/8/14,5:19:00 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"KANEQUIP, INC.",NEM472891,L230,L230-T4A,0012209466,,Delivered to Destination,ZT56,5/8/14,5:18:59 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM484929,L218,L218-T4B,0012209467,,Delivered to Destination,ZT56,5/9/14,7:08:40 AM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"KANEQUIP, INC.",NEM472892,L230,L230-T4A,0012209469,,Delivered to Destination,ZT56,5/8/14,5:18:52 PM,WAMEGO,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM484930,L218,L218-T4B,0012209492,,Delivered to Destination,ZT56,5/5/14,1:59:25 PM,ABBOTTSTOWN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM485094,L218,L218-T4B,0012209499,,Delivered to Destination,ZT56,5/27/14,6:30:03 AM,HALIFAX,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM485095,L218,L218-T4B,0012209531,,Delivered to Destination,ZT56,6/2/14,12:12:31 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM485352,L218,L218-T4B,0012209535,,Delivered to Destination,ZT56,7/2/14,3:05:34 PM,HALIFAX,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
GRASSLAND EQUIPMENT LTD.,NEM485026,L218,L218-CANADA,0012209538,,Delivered to Destination,ZT56,6/26/14,6:26:32 PM,WILLIAMS LAKE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM485382,L218,L218-T4B,0012209541,,Delivered to Destination,ZT56,7/8/14,12:22:26 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
BLESCH BROTHERS EQUIPMENT CO. INC.,NEM484931,L218,L218-T4B,0012209543,,Delivered to Destination,ZT56,4/30/14,3:44:29 PM,HOLLAND,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"DON'S TRACTOR & EQUIPMENT SALES, IN",NEM475465,L220,L220-T4B,0012209551,,Delivered to Destination,ZT56,5/29/14,8:19:06 AM,ALPENA,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"STREACKER TRACTOR SALES, INC.",NEM473993,L225,L225-T4A,0012209653,,Delivered to Destination,ZT56,5/12/14,8:08:14 AM,FINDLAY,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM479972,L221,L221-T4B,0012209661,,Delivered to Destination,ZT56,5/14/14,1:36:40 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM475579,L220,L220-T4B,0012209665,,Delivered to Destination,ZT56,6/7/14,8:48:18 AM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM479999,L221,L221-T4B,0012209669,,Delivered to Destination,ZT56,7/7/14,9:54:11 AM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"CONSERVATION SERVICES, LLC",NEM478012,L215/L216,L216-T4B,0012209684,,Delivered to Destination,ZT56,5/1/14,12:29:45 PM,BELEN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM475580,L220,L220-T4B,0012209692,,Delivered to Destination,ZT56,5/28/14,2:47:59 PM,HALIFAX,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"CONSERVATION SERVICES, LLC",NEM483753,L223,L223-T4B,0012209696,,Delivered to Destination,ZT56,6/6/14,6:50:54 AM,BELEN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM475699,L220,L220-T4B,0012209697,,Delivered to Destination,ZT56,6/26/14,11:46:09 AM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM475700,L220,L220-T4B,0012209701,,Delivered to Destination,ZT56,7/9/14,9:06:26 AM,ABBOTTSTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"WASHINGTON IMPLEMENT CO., INC.",NEM466291,SR175,SR175-T4 FINAL,0012314707,,Delivered to Destination,ZT56,5/8/14,1:26:57 PM,MONTICELLO,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (64 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM472930,L230,L230-T4A,0012209760,,Delivered to Destination,ZT56,6/9/14,2:03:04 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM472898,L230,L230-T4A,0012209763,,Delivered to Destination,ZT56,5/14/14,1:36:38 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM483182,L230,L230-T4A,0012209767,,Delivered to Destination,ZT56,7/8/14,6:41:55 AM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
REX SPENCER EQUIPMENT COMPANY,NEM477882,SR150/SR160,SR160-T4 FINAL,0012209776,,Delivered to Destination,ZT56,6/23/14,11:19:46 AM,BELTON,NA CASE,WI01,WI01,NA CASE / CASE IH,10x16.5 Heavy Duty (59 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM473950,L225,L225-T4A,0012209785,,Delivered to Destination,ZT56,5/6/14,7:05:54 AM,ABBOTTSTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM473967,L225,L225-T4A,0012209786,,Delivered to Destination,ZT56,5/9/14,12:29:36 PM,HALIFAX,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"DIAMOND EQUIPMENT, INC.",NEM468731,SR220,SR220-T4 INTERIM,0012209787,,Outbound Delivery Shipped,ZT54,6/24/14,11:18:50 AM,BOWLING GREEN,NA CASE,WI01,WI01,NA CASE / CASE IH,12x16.5 Heavy Duty  (70 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM473968,L225,L225-T4A,0012209788,,Delivered to Destination,ZT56,5/6/14,2:24:02 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM473969,L225,L225-T4A,0012209792,,Delivered to Destination,ZT56,5/9/14,12:29:42 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
MESSICK FARM EQUIPMENT INC.,NEM474088,L225,L225-T4A,0012209793,,Delivered to Destination,ZT56,6/10/14,12:39:29 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
"ADKINS EQUIPMENT, INC.",NEM473738,L225,L225-T4A,0012209802,,Delivered to Destination,ZT56,6/19/14,12:18:45 PM,DETROIT LAKES,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"TIMMER IMPLEMENT, INC.",NEM473970,L225,L225-T4A,0012209815,,Delivered to Destination,ZT56,5/23/14,1:18:53 PM,PEASE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"TIMMER IMPLEMENT, INC.",NEM472856,L230,L230-T4A,0012209821,,Delivered to Destination,ZT56,4/18/14,2:18:10 PM,PEASE,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"TIMMER IMPLEMENT, INC.",NEM475581,L220,L220-T4B,0012209825,,Delivered to Destination,ZT56,6/5/14,9:20:56 AM,PEASE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"TIMMER IMPLEMENT, INC.",NEM484932,L218,L218-T4B,0012209826,,Delivered to Destination,ZT56,5/23/14,1:18:55 PM,PEASE,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"TIMMER IMPLEMENT, INC.",NEM472974,L230,L230-T4A,0012209837,,Delivered to Destination,ZT56,6/23/14,10:19:04 AM,PEASE,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"J & B TRACTOR CO., INC.",NEM475821,L220,L220-T4B,0012209912,,Delivered to Destination,ZT56,7/9/14,9:23:03 AM,WAYNESBORO,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"BUTTARS TRACTOR-TREMONTON, INCORPOR",NEM473928,L225,L225-T4A,0012218149,,Delivered to Destination,ZT56,4/21/14,3:53:14 PM,TREMONTON,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"SMITH TRACTOR & EQUIPMENT, INC.",NEM473971,L225,L225-T4A,0012210066,,Delivered to Destination,ZT56,5/8/14,9:40:45 AM,WASHINGTON,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"SMITH TRACTOR & EQUIPMENT, INC.",NEM472975,L230,L230-T4A,0012210083,,Delivered to Destination,ZT56,6/17/14,8:41:10 AM,WASHINGTON,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
"SMITH TRACTOR & EQUIPMENT, INC.",NEM472897,L230,L230-T4A,0012210087,,Delivered to Destination,ZT56,5/30/14,1:32:20 PM,WASHINGTON,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Dealer Inventory
LLC COMPANY SIM-AUTO,NEM466086,SR175,SR175-NR,0012210124,,Export Vessel Sailed,ZT72,5/23/14,10:12:49 AM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
LLC COMPANY SIM-AUTO,NEM466087,SR175,SR175-NR,0012210125,,Export Vessel Sailed,ZT72,5/23/14,10:12:35 AM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
LLC COMPANY SIM-AUTO,NEM466088,SR175,SR175-NR,0012210127,,Export Vessel Sailed,ZT72,5/23/14,10:12:23 AM,IN TRANSIT,RUSSIA CSL,WI01,WI01,RUSSIA CASE/CASE IH LOC,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
"WATSON TRACTOR & IMPLEMENT CO., INC",NEM475582,L220,L220-T4B,0012210168,,Delivered to Destination,ZT56,5/20/14,1:54:22 PM,FARMINGTON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Severe Duty (64 OTW),,,Dealer Inventory
"ANTIETAM TRACTOR & EQUIPMENT, INC.",NEM483686,L223,L223-T4B,0012213488,,Delivered to Destination,ZT56,4/30/14,11:45:15 AM,HAGERSTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
MESSICK FARM EQUIPMENT INC.,NEM473972,L225,L225-T4A,0012210197,,Delivered to Destination,ZT56,5/9/14,12:29:43 PM,ELIZABETHTOWN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
BLESCH BROTHERS EQUIPMENT CO. INC.,NEM475583,L220,L220-T4B,0012210256,,Delivered to Destination,ZT56,5/27/14,2:09:10 PM,ODON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
BLESCH BROTHERS EQUIPMENT CO. INC.,NEM485351,L218,L218-T4B,0012210270,,Delivered to Destination,ZT56,6/30/14,11:13:07 AM,ODON,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Dealer Inventory
KENNEDY IMPLEMENT AND AUTO CO.,NEM472829,L230,L230-T4A,0012210302,,Delivered to Destination,ZT56,4/21/14,6:34:48 PM,PHILIP,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"MCCULLOUGH ENTERPRISES, INC.",NEM475584,L220,L220-T4B,0012210304,,Delivered to Destination,ZT56,5/20/14,9:03:41 AM,WICHITA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"JOHNSON IMPLEMENT, INC.",NEM472830,L230,L230-T4A,0012210311,,Delivered to Destination,ZT56,4/10/14,2:45:24 PM,BURKE,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
"JOHNSON IMPLEMENT, INC.",NEM475549,L220,L220-T4B,0012210315,,Delivered to Destination,ZT56,5/8/14,12:23:03 PM,BURKE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Lease
"JOHNSON IMPLEMENT, INC.",NEM473862,L225,L225-T4A,0012210320,,Delivered to Destination,ZT56,4/15/14,10:23:01 AM,BURKE,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Lease
KENNEDY IMPLEMENT AND AUTO CO.,NEM473863,L225,L225-T4A,0012210328,,Delivered to Destination,ZT56,4/29/14,10:18:41 AM,PHILIP,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
KENNEDY IMPLEMENT AND AUTO CO.,NEM473864,L225,L225-T4A,0012210333,,Delivered to Destination,ZT56,4/29/14,10:18:58 AM,PHILIP,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
KENNEDY IMPLEMENT AND AUTO CO.,NEM483724,L223,L223-T4B,0012210335,,Delivered to Destination,ZT56,6/9/14,5:18:50 PM,PHILIP,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
GREAT LAKES NEW HOLLAND INC.,NEM485027,L218,L218-CANADA,0012210384,,Delivered to Destination,ZT56,6/11/14,2:15:21 PM,Tavistock,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"KOLETZKY IMPLEMENT, INC.",NEM472836,L230,L230-T4A,0012210405,,Delivered to Destination,ZT56,4/17/14,12:17:56 PM,YANKTON,NA NH,WI01,WI01,NA NH AGCE,14x17.5 Premium (76 OTW),,,Retail
GREAT LAKES NEW HOLLAND INC.,NEM485260,L218,L218-CANADA,0012210436,,Delivered to Destination,ZT56,6/19/14,9:43:30 AM,TAVISTOCK,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Heavy Duty (64 OTW),,,Retail
"MCCULLOUGH ENTERPRISES, INC.",NEM473973,L225,L225-T4A,0012210440,,Delivered to Destination,ZT56,5/5/14,8:59:16 AM,WICHITA,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Severe Duty (70 OTW),,,Dealer Inventory
"GAITHERSBURG FARMERS SUPPLY, INC.",NEM478834,L225,L225-T4A,0012210449,,Delivered to Destination,ZT56,7/8/14,8:11:52 AM,FREDERICK,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Dealer Inventory
"WAUPUN EQUIP. CO., INC.",NEM484933,L218,L218-T4B,0012210466,,Delivered to Destination,ZT56,4/28/14,3:22:19 PM,WAUPUN,NA NH,WI01,WI01,NA NH AGCE,10x16.5 Premium (64 OTW),,,Dealer Inventory
"WAUPUN EQUIP. CO., INC.",NEM475585,L220,L220-T4B,0012210469,,Delivered to Destination,ZT56,5/23/14,2:14:47 PM,WAUPUN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Retail
"WAUPUN EQUIP. CO., INC.",NEM473889,L225,L225-T4A,0012210477,,Delivered to Destination,ZT56,4/11/14,3:57:23 PM,WAUPUN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Heavy Duty  (70 OTW),,,Retail
"WAUPUN EQUIP. CO., INC.",NEM483677,L223,L223-T4B,0012210482,,Delivered to Destination,ZT56,5/23/14,2:14:46 PM,WAUPUN,NA NH,WI01,WI01,NA NH AGCE,12x16.5 Premium (70 OTW),,,Dealer Inventory
